A	B	Neither	A Not B	B Not A	Both	Log2 Odds Ratio	p-Value	q-Value	Tendency
chr21gain	MYD88	NA	NA	NA	NA	NA	NA	NA	NA
BRINP3	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
MYC	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	EZH2	NA	NA	NA	NA	NA	NA	NA	NA
SETBP1	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
KIT	SMC1A	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	t(11;19)	NA	NA	NA	NA	NA	NA	NA	NA
t(15;17)	WT1	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	t(8;21)	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	TP53	NA	NA	NA	NA	NA	NA	NA	NA
chr17loss	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
BCORL1	chr13gain	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	t(8;21)	NA	NA	NA	NA	NA	NA	NA	NA
KRAS	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
IL7R	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
BCOR	chr22gain	NA	NA	NA	NA	NA	NA	NA	NA
inv(16)	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	WT1	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	CSF3R	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	IDH1	NA	NA	NA	NA	NA	NA	NA	NA
CBL	chr7loss	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	SMC1A	NA	NA	NA	NA	NA	NA	NA	NA
NPM1	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
DNMT3A	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
IL7R	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
PTEN	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
FLT3	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
NF1	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
chr17loss	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
t(15;17)	U2AF1	NA	NA	NA	NA	NA	NA	NA	NA
inv(16)	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	PHF6	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
CDH2	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	POT1	NA	NA	NA	NA	NA	NA	NA	NA
EZH2	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	DNMT3A	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	chr21gain	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	PRPF40B	NA	NA	NA	NA	NA	NA	NA	NA
BCOR	chr7loss	NA	NA	NA	NA	NA	NA	NA	NA
CDH2	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	PRPF40B	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	NOTCH1	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	NOTCH1	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	inv(16)	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	NRAS	NA	NA	NA	NA	NA	NA	NA	NA
IL7R	KIT	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	NF1	NA	NA	NA	NA	NA	NA	NA	NA
KIT	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
IDH1	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
CSF1R	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
RIT1	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
BCOR	chr11qdel	NA	NA	NA	NA	NA	NA	NA	NA
CDKN2A	chr11qdel	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	MAP2K1	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	chr8gain	NA	NA	NA	NA	NA	NA	NA	NA
chr8gain	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	WT1	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	U2AF1	NA	NA	NA	NA	NA	NA	NA	NA
CDH2	chr7qdel	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	PHF6	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	IL7R	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	POT1	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	KIT	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	TET2	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	NPM1	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	chr7qdel	NA	NA	NA	NA	NA	NA	NA	NA
DNMT3A	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
SRSF2	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	FLT3	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	MYC	NA	NA	NA	NA	NA	NA	NA	NA
EZH2	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
CDKN2A	CSF3R	NA	NA	NA	NA	NA	NA	NA	NA
PTPN11	WT1	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	chr8gain	NA	NA	NA	NA	NA	NA	NA	NA
CDH2	POT1	NA	NA	NA	NA	NA	NA	NA	NA
MYC	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
BCOR	KIT	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	DNMT3A	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	inv(16)	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	chr7qdel	NA	NA	NA	NA	NA	NA	NA	NA
PTEN	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	chr22gain	NA	NA	NA	NA	NA	NA	NA	NA
FLT3	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	SF1	NA	NA	NA	NA	NA	NA	NA	NA
BRINP3	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
JAK2	KIT	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	IL7R	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	IDH1	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	STAG2	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	chr13gain	NA	NA	NA	NA	NA	NA	NA	NA
DNMT3A	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
MYD88	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	TP53	NA	NA	NA	NA	NA	NA	NA	NA
ASXL1	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	NPM1	NA	NA	NA	NA	NA	NA	NA	NA
NF1	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	IL7R	NA	NA	NA	NA	NA	NA	NA	NA
ASXL1	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	IDH2	NA	NA	NA	NA	NA	NA	NA	NA
KIT	NOTCH1	NA	NA	NA	NA	NA	NA	NA	NA
chr17loss	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	U2AF1	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	MYCN	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	EZH2	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	NOTCH1	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	JAK2	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	chr17loss	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	FLT3	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	MYC	NA	NA	NA	NA	NA	NA	NA	NA
JAK2	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
KIT	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
BCOR	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
BIRC3	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	MYCN	NA	NA	NA	NA	NA	NA	NA	NA
BIRC3	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
CBL	CSF3R	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	RUNX1	NA	NA	NA	NA	NA	NA	NA	NA
NRAS	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	SETBP1	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	chr8gain	NA	NA	NA	NA	NA	NA	NA	NA
SRSF2	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
BCOR	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
IDH1	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
NRAS	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
chr5qdel	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
JAK2	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
PTEN	STAG2	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	SMC1A	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	IDH2	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	STAG2	NA	NA	NA	NA	NA	NA	NA	NA
t(16;16)	TET2	NA	NA	NA	NA	NA	NA	NA	NA
chr8gain	POT1	NA	NA	NA	NA	NA	NA	NA	NA
PTPN11	t(11;19)	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	chr13gain	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	JAK2	NA	NA	NA	NA	NA	NA	NA	NA
PTPN11	t(8;21)	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	t(11;19)	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	RUNX1	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	FBXW7	NA	NA	NA	NA	NA	NA	NA	NA
BCORL1	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
IDH2	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	WT1	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	STAG2	NA	NA	NA	NA	NA	NA	NA	NA
ATM	chr13gain	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	MYD88	NA	NA	NA	NA	NA	NA	NA	NA
MYCN	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	SRSF2	NA	NA	NA	NA	NA	NA	NA	NA
chr8gain	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
chr17loss	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
NRAS	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
BCOR	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
inv(16)	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	ZRSR2	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	KIT	NA	NA	NA	NA	NA	NA	NA	NA
KIT	PHF6	NA	NA	NA	NA	NA	NA	NA	NA
RIT1	U2AF1	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	TET2	NA	NA	NA	NA	NA	NA	NA	NA
MYCN	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
IDH2	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
t(8;21)	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
BRINP3	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
FBXW7	KIT	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	U2AF1	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	chr7qdel	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	ZRSR2	NA	NA	NA	NA	NA	NA	NA	NA
FBXW7	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
ASXL1	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
POT1	ZRSR2	NA	NA	NA	NA	NA	NA	NA	NA
ASXL1	BRAF	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	NRAS	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	SF3B1	NA	NA	NA	NA	NA	NA	NA	NA
BIRC3	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
CDH2	CSF3R	NA	NA	NA	NA	NA	NA	NA	NA
KIT	t(8;21)	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	SMC1A	NA	NA	NA	NA	NA	NA	NA	NA
EZH2	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	NPM1	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	FLT3	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
BIRC3	BRAF	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	KRAS	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	chr7qdel	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	PHF6	NA	NA	NA	NA	NA	NA	NA	NA
BRINP3	POT1	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	CSF1R	NA	NA	NA	NA	NA	NA	NA	NA
BRINP3	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	MYC	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	POT1	NA	NA	NA	NA	NA	NA	NA	NA
SF1	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
IDH2	KIT	NA	NA	NA	NA	NA	NA	NA	NA
SMC1A	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
SRSF2	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
t(15;17)	TET2	NA	NA	NA	NA	NA	NA	NA	NA
BCORL1	chr22gain	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	IDH2	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
POT1	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	t(11;19)	NA	NA	NA	NA	NA	NA	NA	NA
EZH2	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	RAD21	NA	NA	NA	NA	NA	NA	NA	NA
ATM	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	FBXW7	NA	NA	NA	NA	NA	NA	NA	NA
RIT1	t(11;19)	NA	NA	NA	NA	NA	NA	NA	NA
RIT1	TP53	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	MYCN	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	MYD88	NA	NA	NA	NA	NA	NA	NA	NA
chr8gain	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	SRSF2	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	SF3B1	NA	NA	NA	NA	NA	NA	NA	NA
POT1	SF3B1	NA	NA	NA	NA	NA	NA	NA	NA
ATM	chr5loss	NA	NA	NA	NA	NA	NA	NA	NA
SETBP1	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	WT1	NA	NA	NA	NA	NA	NA	NA	NA
t(11;19)	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	TET2	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	IDH1	NA	NA	NA	NA	NA	NA	NA	NA
BCORL1	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
t(16;16)	WT1	NA	NA	NA	NA	NA	NA	NA	NA
IDH1	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	KRAS	NA	NA	NA	NA	NA	NA	NA	NA
BCOR	BRAF	NA	NA	NA	NA	NA	NA	NA	NA
chr5qdel	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
CSF1R	CSF3R	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	chr5qdel	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	MAP2K1	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	FBXW7	NA	NA	NA	NA	NA	NA	NA	NA
ATM	BRAF	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	KIT	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	CSF3R	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	RAD21	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	chr7loss	NA	NA	NA	NA	NA	NA	NA	NA
CDKN2A	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
BCORL1	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	t(8;21)	NA	NA	NA	NA	NA	NA	NA	NA
NRAS	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
IDH1	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
t(16;16)	U2AF1	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	CSF1R	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	KRAS	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	CSF3R	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	IDH2	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	SF3B1	NA	NA	NA	NA	NA	NA	NA	NA
KIT	MYC	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	CSF3R	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	ZRSR2	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	RUNX1	NA	NA	NA	NA	NA	NA	NA	NA
PTEN	SMC1A	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
chr17loss	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	RAD21	NA	NA	NA	NA	NA	NA	NA	NA
PTPN11	U2AF2	NA	NA	NA	NA	NA	NA	NA	NA
chr21gain	chr5loss	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	t(8;21)	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	PHF6	NA	NA	NA	NA	NA	NA	NA	NA
PHF6	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	POT1	NA	NA	NA	NA	NA	NA	NA	NA
PTEN	t(8;21)	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	MYD88	NA	NA	NA	NA	NA	NA	NA	NA
CDKN2A	chr7qdel	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
GATA2	NOTCH1	NA	NA	NA	NA	NA	NA	NA	NA
RIT1	SRSF2	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	RUNX1	NA	NA	NA	NA	NA	NA	NA	NA
POT1	RUNX1	NA	NA	NA	NA	NA	NA	NA	NA
FLT3	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
PRPF40B	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	TET2	NA	NA	NA	NA	NA	NA	NA	NA
PTEN	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
RIT1	SF1	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	IDH1	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	SMC1A	NA	NA	NA	NA	NA	NA	NA	NA
POT1	TET2	NA	NA	NA	NA	NA	NA	NA	NA
RIT1	WT1	NA	NA	NA	NA	NA	NA	NA	NA
PTEN	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
FLT3	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
chr5qdel	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	t(8;21)	NA	NA	NA	NA	NA	NA	NA	NA
PTPN11	t(15;17)	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH2	t(11;19)	NA	NA	NA	NA	NA	NA	NA	NA
chr22gain	PRPF40B	NA	NA	NA	NA	NA	NA	NA	NA
KIT	U2AF1	NA	NA	NA	NA	NA	NA	NA	NA
chr17loss	KIT	NA	NA	NA	NA	NA	NA	NA	NA
CDH2	chr13gain	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	WT1	NA	NA	NA	NA	NA	NA	NA	NA
FBXW7	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
ATM	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
CDKN2A	PTPN11	NA	NA	NA	NA	NA	NA	NA	NA
KIT	POT1	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	t(11;19)	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	U2AF1	NA	NA	NA	NA	NA	NA	NA	NA
ATM	chr22gain	NA	NA	NA	NA	NA	NA	NA	NA
DNMT3A	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	chr5qdel	NA	NA	NA	NA	NA	NA	NA	NA
DNMT3A	POT1	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	SF3B1	NA	NA	NA	NA	NA	NA	NA	NA
RIT1	SF3B1	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	chr8gain	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	ZRSR2	NA	NA	NA	NA	NA	NA	NA	NA
chr5qdel	KIT	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	inv(16)	NA	NA	NA	NA	NA	NA	NA	NA
ASXL1	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	chr22gain	NA	NA	NA	NA	NA	NA	NA	NA
PTPN11	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
FLT3	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
KRAS	POT1	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	IDH2	NA	NA	NA	NA	NA	NA	NA	NA
KIT	RAD21	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	MYD88	NA	NA	NA	NA	NA	NA	NA	NA
inv(16)	POT1	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	PHF6	NA	NA	NA	NA	NA	NA	NA	NA
IDH1	KIT	NA	NA	NA	NA	NA	NA	NA	NA
FLT3	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
t(8;21)	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	WT1	NA	NA	NA	NA	NA	NA	NA	NA
IL7R	RIT1	NA	NA	NA	NA	NA	NA	NA	NA
NPM1	POT1	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	RUNX1	NA	NA	NA	NA	NA	NA	NA	NA
CSF3R	SMC1A	NA	NA	NA	NA	NA	NA	NA	NA
chr7loss	JAK2	NA	NA	NA	NA	NA	NA	NA	NA
ABL1	GATA2	NA	NA	NA	NA	NA	NA	NA	NA
chr13gain	MYCN	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	FBXW7	NA	NA	NA	NA	NA	NA	NA	NA
PTEN	SETBP1	NA	NA	NA	NA	NA	NA	NA	NA
chr8gain	PTEN	NA	NA	NA	NA	NA	NA	NA	NA
SF1	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
NOTCH1	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
CBL	ETV6	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
CBL	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	KIT	NA	NA	NA	NA	NA	NA	NA	NA
TBL1XR1	U2AF1	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	FLT3	NA	NA	NA	NA	NA	NA	NA	NA
chr5loss	MYCN	NA	NA	NA	NA	NA	NA	NA	NA
chr17loss	chr22gain	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	POT1	NA	NA	NA	NA	NA	NA	NA	NA
RIT1	RUNX1	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	CSF1R	NA	NA	NA	NA	NA	NA	NA	NA
FLT3	KIT	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	PHF6	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	SETBP1	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	SF1	NA	NA	NA	NA	NA	NA	NA	NA
RIT1	TET2	NA	NA	NA	NA	NA	NA	NA	NA
POT1	SF1	NA	NA	NA	NA	NA	NA	NA	NA
ATM	TBL1XR1	NA	NA	NA	NA	NA	NA	NA	NA
IDH1	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
POT1	SRSF2	NA	NA	NA	NA	NA	NA	NA	NA
MYC	POT1	NA	NA	NA	NA	NA	NA	NA	NA
BCOR	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	SRSF2	NA	NA	NA	NA	NA	NA	NA	NA
ATM	NOTCH2	NA	NA	NA	NA	NA	NA	NA	NA
CSF1R	HNRNPK	NA	NA	NA	NA	NA	NA	NA	NA
BRAF	inv(16)	NA	NA	NA	NA	NA	NA	NA	NA
chr7qdel	DNMT3A	NA	NA	NA	NA	NA	NA	NA	NA
chr11qdel	POT1	NA	NA	NA	NA	NA	NA	NA	NA
CSF1R	KIT	NA	NA	NA	NA	NA	NA	NA	NA
ETV6	SETBP1	NA	NA	NA	NA	NA	NA	NA	NA
JAK2	t(16;16)	NA	NA	NA	NA	NA	NA	NA	NA
HNRNPK	STAG2	NA	NA	NA	NA	NA	NA	NA	NA
